516 0.493886285714 0.459302428571 1.08
580 0.754644142857 0.658950285714 1.15
644 0.953843714286 0.797537142857 1.2
708 1.29992057143 1.08147057143 1.2
772 1.704386 1.46572242857 1.16
836 2.249021 1.88719871429 1.19
900 2.96427257143 2.37455942857 1.25
964 4.669741 3.69267614286 1.26
1028 5.08053857143 4.223808 1.2
1092 8.09268242857 5.46890014286 1.48
1156 7.60489514286 6.04214828571 1.26
1220 9.41513285714 7.15617028571 1.32
1284 11.7473882857 8.62391857143 1.36
1348 16.8477665714 9.80841528571 1.72
1412 19.0548188571 11.5195582857 1.65
1476 22.8662227143 13.1200121429 1.74
1540 25.1926592857 15.1117977143 1.67
